CP000431.1,ABG96479.1
CP000431.1,ABG96480.1
CP000431.1,ABG96481.1
CP000431.1,ABG96482.1
CP000431.1,ABG96483.1
CP000431.1,ABG96484.1
CP000431.1,ABG96485.1
CP000431.1,ABG96486.1
CP000431.1,ABG96487.1
CP000431.1,ABG96488.1
CP000431.1,ABG96489.1
CP000431.1,ABG96490.1
CP000431.1,ABG96491.1
CP000431.1,ABG96492.1
CP000431.1,ABG96493.1
CP000431.1,ABG94283.1
CP000431.1,ABG94284.1
CP000431.1,ABG94285.1
CP000431.1,ABG94286.1
CP000431.1,ABG94287.1
CP000431.1,ABG94288.1
CP000431.1,ABG94289.1
CP000431.1,ABG94290.1
CP000431.1,ABG94291.1
CP000431.1,ABG94292.1
CP000431.1,ABG94293.1
CP000431.1,ABG94294.1
CP000431.1,ABG94295.1
CP000431.1,ABG94296.1
CP000431.1,ABG94297.1
CP000431.1,ABG97564.1
CP000431.1,ABG97565.1
CP000431.1,ABG97566.1
CP000431.1,ABG97567.1
CP000431.1,ABG97568.1
CP000431.1,ABG97569.1
CP000431.1,ABG97570.1
CP000431.1,ABG97571.1
CP000431.1,ABG97572.1
CP000431.1,ABG97573.1
CP000431.1,ABG97574.1
CP000431.1,ABG97575.1
CP000431.1,ABG97576.1
CP000431.1,ABG97577.1
CP000431.1,ABG97578.1
CP000431.1,ABG97579.1
CP000431.1,ABG97580.1
CP000431.1,ABG97581.1
CP000431.1,ABG97582.1
CP000431.1,ABG97583.1
CP000431.1,ABG97584.1
CP000431.1,ABG97585.1
CP000431.1,ABG97586.1
CP000431.1,ABG97587.1
CP000431.1,ABG97588.1
CP000431.1,ABG97589.1
CP000431.1,ABG97590.1
CP000431.1,ABG97591.1
CP000431.1,ABG97592.1
CP000431.1,ABG97593.1
CP000431.1,ABG97594.1
CP000431.1,ABG97595.1
CP000431.1,ABG97596.1
CP000431.1,ABG97597.1
CP000431.1,ABG97598.1
CP000431.1,ABG97599.1
CP000431.1,ABG97600.1
CP000431.1,ABG97601.1
CP000431.1,ABG97602.1
CP000431.1,ABG97603.1
CP000431.1,ABG97604.1
CP000431.1,ABG97605.1
CP000431.1,ABG97606.1
CP000431.1,ABG97607.1
CP000431.1,ABG97608.1
CP000431.1,ABG97609.1
CP000431.1,ABG97610.1
CP000432.1,ABH00046.1
CP000432.1,ABH00047.1
CP000432.1,ABH00048.1
CP000432.1,ABH00049.1
CP000432.1,ABH00050.1
CP000432.1,ABH00051.1
CP000432.1,ABH00052.1
CP000432.1,ABH00053.1
CP000432.1,ABH00054.1
CP000432.1,ABH00055.1
CP000432.1,ABH00056.1
CP000432.1,ABH00057.1
CP000432.1,ABH00058.1
CP000432.1,ABH00059.1
CP000432.1,ABH00060.1
CP000432.1,ABH00061.1
CP000432.1,ABH00062.1
CP000432.1,ABH00063.1
CP000432.1,ABH00064.1
CP000432.1,ABH00065.1
CP000432.1,ABH00066.1
CP000432.1,ABH00067.1
CP000432.1,ABH00068.1
CP000432.1,ABH00069.1
CP000432.1,ABH00070.1
CP000432.1,ABH00071.1
CP000432.1,ABH00072.1
CP000432.1,ABH00073.1
CP000432.1,ABH00074.1
CP000432.1,ABH00075.1
CP000432.1,ABH00076.1
CP000432.1,ABH00077.1
CP000432.1,ABH00078.1
CP000432.1,ABH00079.1
CP000432.1,ABH00080.1
CP000432.1,ABH00081.1
CP000432.1,ABH00082.1
CP000432.1,ABH00083.1
CP000432.1,ABH00084.1
CP001220.1,ACY32014.1
CP001220.1,ACY32015.1
CP001220.1,ACY32016.1
CP001220.1,ACY32017.1
CP001220.1,ACY32018.1
CP001220.1,ACY32019.1
CP001220.1,ACY32020.1
CP001220.1,ACY32021.1
CP001220.1,ACY32022.1
CP001220.1,ACY32023.1
CP001220.1,ACY32024.1
CP001220.1,ACY32025.1
CP001220.1,ACY32026.1
CP001220.1,ACY32027.1
CP001220.1,ACY32028.1
CP001220.1,ACY32029.1
CP001220.1,ACY32030.1
CP001220.1,ACY32031.1
CP001220.1,ACY32032.1
CP001220.1,ACY32033.1
CP001220.1,ACY32034.1
CP001220.1,ACY32035.1
CP001220.1,ACY32036.1
CP001220.1,ACY32037.1
CP001220.1,ACY32038.1
CP001220.1,ACY32039.1
CP001220.1,ACY32040.1
CP001220.1,ACY32041.1
CP001220.1,ACY32042.1
CP001220.1,ACY32043.1
CP001220.1,ACY32044.1
CP001220.1,ACY32045.1
CP001220.1,ACY32046.1
CP001220.1,ACY32047.1
CP001220.1,ACY32048.1
CP001220.1,ACY32049.1
CP001220.1,ACY32050.1
CP001220.1,ACY32051.1
CP001220.1,ACY32052.1
CP001220.1,ACY32053.1
CP001220.1,ACY32054.1
CP001220.1,ACY32055.1
CP001220.1,ACY32056.1
CP001220.1,ACY32057.1
CP001220.1,ACY32058.1
CP001220.1,ACY32059.1
CP001220.1,ACY32060.1
CP001220.1,ACY32061.1
CP001220.1,ACY32062.1
CP001220.1,ACY32063.1
CP001220.1,ACY32064.1
CP001220.1,ACY32065.1
CP001220.1,ACY32066.1
CP001220.1,ACY32067.1
CP001220.1,ACY32068.1
CP001220.1,ACY32069.1
CP001220.1,ACY32070.1
CP001220.1,ACY32071.1
CP001220.1,ACY32072.1
CP001220.1,ACY32073.1
CP001220.1,ACY32074.1
CP001220.1,ACY32075.1
CP001220.1,ACY32076.1
CP001220.1,ACY32077.1
CP001220.1,ACY32078.1
CP001220.1,ACY32079.1
CP001220.1,ACY32080.1
CP001220.1,ACY32081.1
CP001220.1,ACY32082.1
CP001220.1,ACY32083.1
CP001220.1,ACY32084.1
CP001220.1,ACY32085.1
CP001220.1,ACY32086.1
CP001220.1,ACY32087.1
CP001220.1,ACY32088.1
CP001220.1,ACY32089.1
CP001220.1,ACY32090.1
CP001220.1,ACY32091.1
CP001220.1,ACY32092.1
CP001220.1,ACY32093.1
CP001220.1,ACY32094.1
CP001220.1,ACY32095.1
CP001220.1,ACY32096.1
CP001220.1,ACY32097.1
CP001220.1,ACY32098.1
CP001220.1,ACY32099.1
CP001220.1,ACY32100.1
CP001220.1,ACY32101.1
CP001220.1,ACY32102.1
CP001220.1,ACY32103.1
CP001220.1,ACY32104.1
CP001220.1,ACY32105.1
CP001220.1,ACY32106.1
